Location,Date,Time,VehicleCount,PM2.5,PM10,NO2,Temperature,Humidity
Park Ave,2025-01-06,11:30:00,292,84.63,49.57,74.98,30.45,57.38
Elm St,2025-01-21,17:24:00,175,40.62,69.68,81.31,37.25,60.1
Park Ave,2025-01-15,20:50:00,122,97.22,81.69,37.11,18.47,24.78
Elm St,2025-01-26,23:29:00,87,95.32,109.65,46.97,25.28,74.25
Main St,2025-01-16,16:11:00,102,43.08,111.99,92.73,31.09,42.99
5th Ave,2025-01-24,05:09:00,22,100.09,31.69,77.02,31.19,40.02
5th Ave,2025-01-26,10:51:00,318,149.77,46.71,45.77,17.4,21.74
Park Ave,2025-01-11,00:25:00,147,91.1,67.02,99.05,34.13,53.81
Elm St,2025-01-10,18:27:00,277,100.23,30.61,77.2,32.94,78.6
Main St,2025-01-05,21:00:00,456,63.2,138.67,69.48,30.59,46.79
Main St,2025-01-08,18:01:00,125,41.03,183.36,71.66,34.77,52.31
Broadway,2025-01-25,21:28:00,137,106.31,94.48,64.47,35.15,60.12
Elm St,2025-01-01,14:32:00,453,147.28,60.29,92.1,30.99,74.03
Elm St,2025-01-01,23:17:00,263,148.24,199.29,85.86,34.41,23.89
Main St,2025-01-01,21:30:00,425,25.71,196.42,40.06,39.73,56.49
Elm St,2025-01-06,20:48:00,404,106.16,154.02,58.6,34.05,26.84
Broadway,2025-01-25,06:34:00,283,45.37,61.25,21.46,30.32,39.83
Elm St,2025-01-25,23:51:00,134,46.15,16.31,17.46,35.32,46.01
Elm St,2025-01-07,03:07:00,60,17.26,34.35,24.62,16.92,37.81
Main St,2025-01-03,13:27:00,363,15.5,39.55,35.09,33.05,22.7
5th Ave,2025-01-17,18:48:00,134,7.16,121.47,5.97,17.1,60.4
Park Ave,2025-01-18,10:05:00,459,19.14,175.89,81.92,18.21,32.11
Park Ave,2025-01-19,10:23:00,236,81.4,126.13,78.73,28.27,75.71
5th Ave,2025-01-15,14:00:00,390,118.5,43.62,55.09,25.87,31.98
Broadway,2025-01-25,22:08:00,475,7.75,191.16,42.43,29.6,78.76
Elm St,2025-01-02,15:26:00,210,104.53,95.87,95.04,36.77,67.75
Broadway,2025-01-13,11:52:00,416,139.75,76.21,40.32,35.04,53.09
Elm St,2025-01-17,15:43:00,315,6.32,89.46,11.29,39.35,55.02
Main St,2025-01-03,02:10:00,415,14.03,54.43,64.62,16.52,71.56
Broadway,2025-01-04,23:19:00,160,31.93,139.69,66.96,18.98,30.66
Park Ave,2025-01-17,17:28:00,178,20.95,50.68,65.1,17.97,53.19
Main St,2025-01-10,05:01:00,347,93.04,165.14,33.91,27.32,41.62
Main St,2025-01-05,21:54:00,258,112.14,25.88,73.31,15.25,47.14
Elm St,2025-01-05,00:05:00,231,34.43,191.15,80.54,38.1,47.4
Park Ave,2025-01-11,10:57:00,52,22.28,57.21,80.43,23.41,35.83
5th Ave,2025-01-07,06:50:00,316,129.2,10.25,48.74,26.99,29.07
5th Ave,2025-01-06,22:38:00,364,89.47,102.68,63.26,36.42,75.14
5th Ave,2025-01-07,02:50:00,131,41.01,138.98,64.46,18.91,57.53
Broadway,2025-01-08,16:00:00,433,27.8,101.4,83.56,18.33,78.11
Main St,2025-01-07,12:11:00,88,140.33,159.95,77.15,20.64,45.62
5th Ave,2025-01-22,06:16:00,194,146.44,196.08,89.37,28.37,64.88
5th Ave,2025-01-27,19:28:00,345,115.92,165.88,88.61,28.06,36.42
Park Ave,2025-01-14,18:24:00,435,113.31,135.1,91.0,34.87,35.85
5th Ave,2025-01-07,17:12:00,41,107.89,174.52,34.0,35.07,69.65
Main St,2025-01-20,19:35:00,99,46.21,117.14,36.7,37.47,55.07
Park Ave,2025-01-25,21:10:00,435,22.83,159.17,90.41,19.12,76.22
Broadway,2025-01-09,22:01:00,233,91.88,92.9,88.9,36.64,32.94
Elm St,2025-01-22,19:04:00,366,94.31,142.37,40.83,18.3,67.19
5th Ave,2025-01-01,00:30:00,34,93.49,186.33,13.88,32.95,64.46
Main St,2025-01-28,19:38:00,194,131.08,136.88,62.88,26.94,25.09
Park Ave,2025-01-19,14:00:00,72,93.11,198.84,40.32,24.07,41.26
Main St,2025-01-29,12:55:00,361,94.08,125.03,47.78,36.94,31.15
Broadway,2025-01-25,19:51:00,7,101.99,183.15,91.69,38.88,44.15
Park Ave,2025-01-01,07:18:00,13,94.61,61.83,18.41,39.43,30.58
5th Ave,2025-01-16,13:29:00,133,92.26,162.34,9.08,19.84,30.62
5th Ave,2025-01-11,16:55:00,287,102.48,153.4,60.68,32.15,41.58
5th Ave,2025-01-29,09:03:00,426,54.05,69.08,6.46,26.25,44.42
Elm St,2025-01-29,11:15:00,478,113.26,120.57,62.5,19.76,51.6
Elm St,2025-01-28,05:36:00,60,136.84,51.39,81.37,29.79,73.86
Main St,2025-01-17,00:30:00,96,71.43,43.57,53.57,27.93,31.22
Main St,2025-01-30,19:40:00,245,123.59,49.68,38.37,27.14,32.12
Broadway,2025-01-17,08:48:00,72,116.45,64.02,9.96,21.7,53.28
Park Ave,2025-01-05,10:20:00,127,67.54,13.72,93.04,24.63,22.89
Main St,2025-01-27,09:43:00,289,108.33,48.6,48.21,32.43,76.4
Main St,2025-01-12,15:20:00,257,103.02,65.61,82.77,17.17,54.82
Broadway,2025-01-05,10:42:00,248,37.41,188.56,99.75,29.03,75.71
Broadway,2025-01-26,22:33:00,369,64.02,36.14,73.13,32.07,32.81
Broadway,2025-01-30,20:05:00,302,6.06,75.64,12.48,36.53,39.17
Park Ave,2025-01-02,18:45:00,452,53.09,89.2,69.0,16.39,40.39
Broadway,2025-01-24,12:51:00,184,87.54,192.96,57.32,20.45,49.36
Main St,2025-01-20,06:15:00,435,117.58,120.26,27.53,37.39,60.49
Broadway,2025-01-19,16:12:00,74,35.68,135.05,46.55,32.46,76.54
Elm St,2025-01-01,18:17:00,414,27.9,116.76,27.41,17.48,74.43
Elm St,2025-01-09,02:38:00,447,111.86,155.59,41.12,27.32,75.76
Broadway,2025-01-06,01:00:00,457,14.72,144.5,43.2,19.65,29.89
Main St,2025-01-27,21:16:00,132,125.69,40.78,10.22,33.62,67.16
Broadway,2025-01-19,01:35:00,334,27.28,108.3,90.33,26.23,40.7
Broadway,2025-01-21,00:20:00,122,56.16,135.33,82.72,24.79,71.95
Elm St,2025-01-29,14:17:00,123,130.34,77.31,45.46,27.86,72.27
Broadway,2025-01-01,03:18:00,362,129.56,116.25,92.59,32.09,39.07
Elm St,2025-01-23,05:25:00,290,105.06,189.33,76.91,37.59,62.72
Broadway,2025-01-18,22:48:00,324,67.3,41.88,29.62,21.26,45.42
Broadway,2025-01-17,23:51:00,10,38.09,136.23,67.23,29.23,59.89
Elm St,2025-01-25,07:57:00,402,108.39,106.31,7.06,19.32,22.95
Main St,2025-01-06,17:16:00,274,52.79,145.91,21.73,31.75,66.98
Elm St,2025-01-10,18:39:00,496,94.23,50.23,46.4,28.67,29.96
Park Ave,2025-01-22,21:48:00,110,11.75,73.85,27.84,29.35,29.88
Broadway,2025-01-09,20:44:00,142,108.24,46.28,34.21,30.02,32.63
Broadway,2025-01-02,23:30:00,402,53.08,153.36,90.56,39.97,73.42
Broadway,2025-01-11,17:59:00,7,71.56,171.47,18.76,36.41,65.63
5th Ave,2025-01-15,18:04:00,407,34.12,190.57,66.47,19.64,42.1
Broadway,2025-01-19,10:19:00,116,119.22,49.89,71.66,25.06,28.99
5th Ave,2025-01-27,11:30:00,429,109.27,81.98,21.49,28.03,26.35
5th Ave,2025-01-27,23:57:00,324,19.76,107.45,65.63,21.08,20.99
Elm St,2025-01-16,08:10:00,300,91.33,82.42,5.67,28.47,73.76
Elm St,2025-01-14,11:35:00,231,67.76,178.71,8.25,17.89,65.82
5th Ave,2025-01-25,02:32:00,300,30.04,127.86,46.06,16.87,72.75
Broadway,2025-01-14,04:19:00,44,105.63,88.22,25.49,30.55,56.32
Park Ave,2025-01-09,23:38:00,63,112.73,107.8,40.12,23.95,69.35
Broadway,2025-01-28,01:06:00,114,128.72,159.34,84.84,20.87,22.96
Elm St,2025-01-14,19:35:00,492,32.34,109.46,82.22,30.28,31.96
Broadway,2025-01-18,22:26:00,215,72.84,107.93,36.89,19.99,36.79
5th Ave,2025-01-16,08:56:00,138,22.94,113.09,74.64,23.08,26.6
Main St,2025-01-16,16:28:00,318,81.16,56.89,60.24,25.24,75.18
Park Ave,2025-01-12,11:05:00,367,121.08,56.4,9.92,31.65,22.66
Elm St,2025-01-15,22:21:00,368,146.76,132.32,52.34,16.96,75.92
Broadway,2025-01-03,01:58:00,244,49.71,171.42,76.29,26.83,24.68
Main St,2025-01-29,16:40:00,464,21.47,197.13,43.27,22.26,45.28
Elm St,2025-01-26,19:25:00,17,105.22,175.33,23.75,28.99,28.16
Elm St,2025-01-03,12:38:00,498,74.0,175.28,37.29,17.91,46.73
Broadway,2025-01-26,12:10:00,474,99.19,153.33,15.62,17.18,35.37
Park Ave,2025-01-02,13:43:00,148,145.09,52.89,35.65,24.2,26.79
Broadway,2025-01-26,01:14:00,371,8.67,183.29,69.86,29.55,62.02
Broadway,2025-01-14,23:38:00,114,24.25,168.61,6.68,38.15,37.84
Elm St,2025-01-21,01:33:00,119,118.1,28.99,57.19,33.23,56.4
Broadway,2025-01-11,23:09:00,201,92.23,61.62,30.61,20.0,76.16
5th Ave,2025-01-29,10:12:00,183,61.95,40.36,15.77,25.4,24.37
Broadway,2025-01-22,23:24:00,321,6.33,59.08,72.48,38.02,23.93
Park Ave,2025-01-18,01:23:00,499,114.65,196.81,64.18,35.26,45.82
Elm St,2025-01-26,17:20:00,484,5.61,44.71,55.2,33.91,26.47
Elm St,2025-01-18,04:12:00,31,61.86,61.4,81.04,16.63,54.08
Broadway,2025-01-01,11:09:00,86,131.63,156.07,59.73,31.56,54.7
Park Ave,2025-01-20,21:58:00,439,138.89,176.9,75.54,31.97,36.71
Main St,2025-01-07,00:45:00,18,145.43,24.11,53.62,33.26,37.1
Elm St,2025-01-17,17:35:00,262,19.49,57.62,79.25,20.38,74.42
Main St,2025-01-13,20:12:00,260,115.79,36.62,56.47,18.26,69.75
5th Ave,2025-01-02,07:36:00,144,60.89,12.9,16.91,28.99,64.18
Broadway,2025-01-23,23:18:00,240,107.12,133.23,49.06,29.02,53.0
Broadway,2025-01-21,10:03:00,401,69.8,193.81,69.15,21.85,41.06
Elm St,2025-01-28,03:35:00,129,61.44,139.97,14.92,25.91,26.99
Main St,2025-01-20,03:11:00,458,44.48,179.77,96.08,34.55,64.4
Main St,2025-01-24,19:04:00,6,126.58,78.94,42.8,38.84,31.08
Main St,2025-01-01,00:55:00,331,111.05,133.66,14.26,21.07,37.5
5th Ave,2025-01-18,03:41:00,53,130.93,65.4,95.49,36.88,26.97
Park Ave,2025-01-21,08:07:00,393,144.78,49.84,67.85,18.56,62.24
5th Ave,2025-01-22,23:52:00,317,104.29,154.95,31.96,26.33,70.17
5th Ave,2025-01-23,15:47:00,483,96.57,144.52,66.51,25.35,44.14
Elm St,2025-01-04,00:01:00,353,142.31,17.95,46.64,22.03,75.28
Elm St,2025-01-21,02:20:00,277,117.24,67.99,36.42,38.99,58.49
Broadway,2025-01-12,14:20:00,314,112.8,193.29,96.83,28.67,61.96
Park Ave,2025-01-13,06:09:00,88,27.23,56.16,90.54,18.22,79.31
5th Ave,2025-01-29,17:02:00,435,82.42,118.25,85.87,21.86,24.81
Park Ave,2025-01-03,22:43:00,132,98.92,165.56,35.41,38.83,65.64
Elm St,2025-01-26,14:38:00,274,61.42,172.09,82.96,32.92,51.47
5th Ave,2025-01-12,03:47:00,153,29.05,136.17,92.41,18.4,61.79
Broadway,2025-01-18,14:12:00,150,121.78,125.61,32.27,17.26,48.57
5th Ave,2025-01-08,04:41:00,431,35.63,88.41,82.6,37.59,37.06
5th Ave,2025-01-28,18:10:00,236,71.43,37.9,62.7,21.83,45.12
Park Ave,2025-01-24,01:42:00,331,43.73,13.21,38.27,19.67,74.6
Elm St,2025-01-26,17:19:00,353,133.89,91.59,76.55,20.7,60.46
Elm St,2025-01-08,04:55:00,348,96.66,122.81,45.93,33.69,61.11
5th Ave,2025-01-22,21:26:00,186,53.84,173.27,71.73,30.15,74.78
5th Ave,2025-01-23,01:27:00,15,9.71,93.75,51.02,25.95,63.8
5th Ave,2025-01-22,20:30:00,479,17.18,143.39,44.24,32.48,41.22
Broadway,2025-01-12,09:44:00,272,118.18,57.33,64.67,24.74,34.23
Park Ave,2025-01-18,13:36:00,419,27.25,103.42,57.15,38.66,39.65
Broadway,2025-01-23,11:06:00,204,55.39,42.4,30.69,28.27,75.44
Main St,2025-01-29,16:28:00,317,120.14,60.64,96.39,31.24,65.89
Elm St,2025-01-23,13:32:00,314,51.95,158.83,86.35,29.16,24.48
Main St,2025-01-27,18:55:00,149,78.92,102.98,86.81,22.99,22.62
Main St,2025-01-10,16:10:00,485,146.8,185.01,88.11,26.38,80.0
Main St,2025-01-06,19:10:00,406,131.99,98.18,50.79,30.02,42.41
5th Ave,2025-01-16,20:30:00,34,8.72,182.87,59.7,32.29,37.95
5th Ave,2025-01-12,04:21:00,82,121.5,139.3,23.25,26.17,58.34
Broadway,2025-01-01,04:24:00,342,63.25,178.67,22.83,23.23,69.55
5th Ave,2025-01-11,12:25:00,239,135.92,158.13,61.71,21.13,35.04
5th Ave,2025-01-14,07:46:00,355,91.65,11.13,85.14,15.34,68.19
Park Ave,2025-01-09,15:11:00,168,6.36,72.59,39.89,31.6,35.57
Main St,2025-01-29,03:48:00,179,98.3,45.86,50.51,16.28,58.29
5th Ave,2025-01-25,18:27:00,440,64.82,144.02,40.28,35.89,31.64
Park Ave,2025-01-02,07:30:00,71,47.23,87.63,18.12,35.66,25.99
Broadway,2025-01-25,11:57:00,313,66.57,73.1,81.24,30.15,56.95
5th Ave,2025-01-22,10:54:00,338,50.28,140.36,9.04,18.15,33.57
5th Ave,2025-01-29,21:01:00,175,123.83,140.03,78.23,25.83,53.19
Elm St,2025-01-11,20:10:00,403,144.1,103.62,76.92,20.01,50.64
Broadway,2025-01-21,20:23:00,187,131.87,103.14,89.05,24.29,73.7
Main St,2025-01-02,19:27:00,297,56.98,66.62,54.88,37.71,51.57
Park Ave,2025-01-08,22:22:00,6,22.14,169.69,95.9,31.69,36.67
Main St,2025-01-18,07:16:00,213,37.44,123.1,9.58,21.46,69.55
Elm St,2025-01-20,01:47:00,235,101.42,137.87,54.49,36.24,55.16
Park Ave,2025-01-15,22:03:00,307,55.75,54.0,87.78,37.76,33.55
Elm St,2025-01-10,11:14:00,387,146.65,116.26,77.05,26.17,34.65
5th Ave,2025-01-13,03:12:00,0,97.25,115.27,47.78,28.4,31.08
Broadway,2025-01-09,18:00:00,143,101.49,107.79,76.43,24.17,46.71
Elm St,2025-01-26,04:36:00,141,124.04,113.1,65.43,26.81,26.0
Broadway,2025-01-02,02:14:00,189,144.41,95.18,13.84,37.63,42.49
Elm St,2025-01-20,20:04:00,324,45.37,151.66,89.41,20.4,70.33
5th Ave,2025-01-03,14:39:00,240,87.06,143.25,68.34,32.68,27.05
Main St,2025-01-08,08:45:00,386,87.95,93.25,81.47,32.39,53.53
Broadway,2025-01-24,12:58:00,381,116.66,71.09,80.54,37.5,24.89
Broadway,2025-01-07,05:21:00,371,22.91,106.01,76.06,16.26,65.77
Elm St,2025-01-18,06:43:00,239,134.93,61.22,33.63,24.46,25.15
Broadway,2025-01-19,06:26:00,336,33.79,12.47,50.79,23.6,67.32
Elm St,2025-01-07,06:18:00,463,6.05,25.08,29.47,21.67,75.59
Broadway,2025-01-06,17:48:00,307,129.99,65.57,23.21,30.24,38.85
Main St,2025-01-02,12:35:00,47,28.5,153.93,6.13,17.55,49.04
Broadway,2025-01-30,04:49:00,406,102.51,100.94,19.14,16.71,30.78
Broadway,2025-01-11,15:03:00,489,115.9,110.34,93.13,15.11,46.85
Park Ave,2025-01-17,12:09:00,378,144.3,165.99,97.46,20.54,73.34
Park Ave,2025-01-19,03:52:00,332,129.78,75.62,18.51,23.4,56.3
Park Ave,2025-01-09,11:45:00,448,44.12,117.58,16.98,17.71,46.1
5th Ave,2025-01-29,08:08:00,433,69.7,74.55,25.52,19.17,70.19
Broadway,2025-01-28,20:28:00,9,33.99,109.01,20.28,32.06,67.81
Broadway,2025-01-06,06:11:00,109,124.47,142.52,23.57,31.28,27.51
Main St,2025-01-29,12:18:00,353,20.86,118.49,65.39,20.59,58.66
Park Ave,2025-01-15,12:19:00,390,77.95,77.61,17.15,19.03,21.51
Broadway,2025-01-01,08:00:00,332,61.47,100.55,43.35,20.99,22.15
Main St,2025-01-13,17:45:00,30,137.62,164.65,74.75,23.31,20.14
Broadway,2025-01-29,06:52:00,169,34.33,127.65,49.04,22.65,33.82
Main St,2025-01-10,19:11:00,382,95.56,31.67,31.34,29.93,73.95
Park Ave,2025-01-15,09:40:00,28,11.59,18.59,35.24,27.27,62.96
Broadway,2025-01-10,09:01:00,119,7.42,105.15,65.98,16.82,59.98
5th Ave,2025-01-30,03:36:00,391,95.12,150.77,83.77,32.01,27.8
5th Ave,2025-01-26,11:41:00,177,22.89,122.98,93.29,26.2,38.65
Broadway,2025-01-08,05:30:00,113,67.19,109.35,5.24,18.34,70.8
Broadway,2025-01-26,04:53:00,241,103.6,147.77,45.74,39.77,32.58
Main St,2025-01-27,19:27:00,412,5.84,100.79,89.07,31.89,53.25
Elm St,2025-01-29,16:14:00,249,18.85,48.79,61.85,16.78,44.06
Main St,2025-01-24,05:47:00,272,109.82,86.14,7.8,17.78,44.85
Elm St,2025-01-13,15:29:00,60,98.47,145.59,90.97,20.16,44.11
Elm St,2025-01-22,06:38:00,321,84.6,24.8,43.12,23.58,63.15
Main St,2025-01-23,07:02:00,118,12.91,199.17,54.16,16.83,62.54
Main St,2025-01-17,00:39:00,289,51.92,171.76,43.33,22.05,56.03
Elm St,2025-01-02,17:11:00,186,141.03,52.2,69.19,17.75,74.71
Elm St,2025-01-04,13:16:00,52,138.87,13.86,34.73,31.45,73.53
Park Ave,2025-01-11,09:05:00,117,88.14,194.57,35.06,16.34,37.04
Main St,2025-01-13,04:19:00,73,48.69,62.05,47.99,22.49,53.22
Elm St,2025-01-18,22:15:00,229,101.59,136.22,80.77,23.85,40.82
Park Ave,2025-01-23,00:45:00,288,119.39,29.14,95.01,21.89,38.36
5th Ave,2025-01-23,03:05:00,109,102.11,27.75,63.14,33.31,76.1
Park Ave,2025-01-05,17:15:00,289,91.97,164.09,32.02,28.27,58.79
5th Ave,2025-01-14,10:55:00,120,146.43,198.36,58.78,17.56,59.57
Park Ave,2025-01-10,05:55:00,375,139.39,16.17,38.64,26.25,62.79
Main St,2025-01-25,03:20:00,155,145.7,103.72,77.22,17.57,64.0
Broadway,2025-01-06,09:29:00,351,78.59,24.27,20.5,16.3,69.92
Main St,2025-01-24,01:13:00,303,62.03,28.72,47.92,37.7,39.71
Broadway,2025-01-30,14:10:00,229,20.55,174.46,71.35,28.09,63.41
Park Ave,2025-01-28,16:44:00,84,70.82,107.71,56.14,35.99,25.62
Elm St,2025-01-21,20:51:00,26,113.61,26.74,45.55,39.76,73.41
Main St,2025-01-07,11:00:00,478,25.73,16.25,95.29,33.05,55.22
Broadway,2025-01-27,02:47:00,42,111.22,10.46,9.2,15.67,68.58
5th Ave,2025-01-28,04:43:00,384,61.64,193.01,42.63,33.43,38.95
Broadway,2025-01-24,08:50:00,374,12.0,185.82,42.0,37.41,68.12
Park Ave,2025-01-28,23:28:00,412,9.62,164.61,82.8,18.55,48.39
Elm St,2025-01-25,04:16:00,418,136.63,35.52,51.77,26.69,68.5
Park Ave,2025-01-26,11:36:00,38,95.42,186.24,7.41,39.12,76.76
Main St,2025-01-04,03:42:00,500,17.97,36.68,10.71,39.31,39.02
Elm St,2025-01-29,00:32:00,251,121.1,21.76,69.5,37.07,43.91
Main St,2025-01-30,14:05:00,28,18.83,22.25,37.13,29.61,68.08
Elm St,2025-01-08,02:09:00,32,12.85,173.5,22.1,32.09,59.62
Elm St,2025-01-23,16:46:00,20,43.66,24.86,95.58,29.82,44.98
Park Ave,2025-01-01,09:55:00,227,56.04,89.95,87.62,17.32,30.59
Main St,2025-01-18,20:47:00,46,28.27,180.07,46.47,19.52,76.32
Elm St,2025-01-21,10:06:00,346,147.69,85.83,27.95,34.71,36.07
Broadway,2025-01-26,10:30:00,383,94.29,118.53,88.99,32.04,60.38
Main St,2025-01-30,07:00:00,348,91.63,102.6,35.17,15.67,76.58
Broadway,2025-01-24,11:05:00,226,5.12,50.62,15.22,36.48,25.11
5th Ave,2025-01-24,11:50:00,47,38.57,16.49,19.45,37.64,39.27
Broadway,2025-01-06,09:34:00,410,113.01,142.32,94.23,24.81,57.91
Elm St,2025-01-27,12:09:00,65,130.26,151.97,98.88,36.78,28.57
Elm St,2025-01-18,21:05:00,259,55.24,124.47,59.94,35.64,45.81
Main St,2025-01-19,23:00:00,380,112.97,152.36,12.82,34.3,74.5
5th Ave,2025-01-03,18:07:00,417,7.18,186.94,39.71,34.16,77.04
Park Ave,2025-01-27,04:55:00,468,81.39,176.29,67.87,31.12,32.97
Park Ave,2025-01-19,18:06:00,293,38.79,18.63,71.4,17.8,57.47
5th Ave,2025-01-16,23:21:00,410,121.77,175.74,70.18,15.03,42.98
Broadway,2025-01-16,10:38:00,84,55.59,107.4,21.24,36.76,60.47
Broadway,2025-01-27,00:04:00,49,105.47,48.24,22.55,32.36,75.55
Broadway,2025-01-16,20:37:00,277,81.53,193.67,44.33,20.45,55.88
Broadway,2025-01-13,00:39:00,406,6.34,29.63,99.98,17.65,34.92
Park Ave,2025-01-28,01:49:00,182,126.35,179.05,25.01,17.9,38.7
5th Ave,2025-01-24,06:11:00,408,37.55,60.6,31.21,26.0,25.68
Park Ave,2025-01-18,22:33:00,244,83.19,113.55,89.61,33.9,53.82
Broadway,2025-01-07,14:08:00,485,86.26,150.88,35.08,33.31,59.04
Main St,2025-01-05,19:51:00,263,95.01,134.63,55.61,25.34,69.02
Elm St,2025-01-07,08:21:00,174,122.78,106.79,75.24,31.11,53.35
Broadway,2025-01-06,08:44:00,421,67.7,95.32,70.2,15.55,72.93
5th Ave,2025-01-02,10:11:00,460,137.68,156.85,52.24,22.31,72.69
5th Ave,2025-01-15,16:08:00,165,92.17,48.23,70.97,37.78,63.73
Main St,2025-01-23,21:20:00,174,146.07,188.32,74.6,39.1,63.31
5th Ave,2025-01-27,18:17:00,98,111.05,172.8,8.31,17.19,75.92
Elm St,2025-01-22,14:03:00,339,71.62,47.02,89.79,31.16,56.81
Broadway,2025-01-22,07:29:00,186,33.76,26.32,98.51,25.07,76.73
Park Ave,2025-01-30,01:47:00,67,71.22,190.98,94.49,31.3,25.83
Broadway,2025-01-02,12:17:00,153,45.94,111.25,33.8,34.6,29.39
Main St,2025-01-05,23:07:00,376,20.45,101.32,98.04,39.13,75.88
Main St,2025-01-17,01:21:00,228,53.25,33.37,83.79,30.69,65.71
Park Ave,2025-01-22,12:30:00,452,26.3,111.52,52.09,25.35,59.34
Main St,2025-01-11,19:57:00,464,27.4,132.07,49.97,24.77,30.04
Main St,2025-01-02,06:22:00,207,87.95,108.98,65.91,25.02,25.84
Park Ave,2025-01-04,12:06:00,27,143.36,180.73,47.84,16.89,68.79
Elm St,2025-01-10,16:20:00,196,28.86,45.43,23.71,32.81,38.92
Broadway,2025-01-27,13:00:00,357,91.27,12.39,44.23,16.61,32.01
5th Ave,2025-01-16,07:03:00,207,72.22,189.31,95.83,23.44,22.58
Elm St,2025-01-19,08:09:00,98,122.12,192.86,77.98,17.84,65.25
Broadway,2025-01-17,06:06:00,341,92.97,198.44,11.68,32.31,33.68
Park Ave,2025-01-05,07:17:00,366,68.45,58.52,7.89,27.64,22.82
Park Ave,2025-01-08,07:28:00,337,98.23,137.25,8.08,35.97,76.36
5th Ave,2025-01-28,04:53:00,72,63.57,26.82,87.73,15.83,23.05
5th Ave,2025-01-19,21:11:00,180,12.99,55.12,74.08,19.91,67.98
Park Ave,2025-01-22,21:28:00,500,61.32,107.74,36.87,22.86,27.69
Main St,2025-01-13,05:48:00,299,82.13,119.64,69.57,32.87,70.99
Main St,2025-01-26,00:16:00,186,46.42,49.38,49.2,25.23,24.64
Broadway,2025-01-03,17:49:00,129,6.57,187.94,63.51,32.61,75.03
Elm St,2025-01-11,06:18:00,123,133.27,117.37,18.02,28.99,30.4
5th Ave,2025-01-30,14:38:00,183,70.49,60.46,35.47,31.55,22.2
Main St,2025-01-13,13:15:00,150,126.28,110.1,85.04,38.28,39.81
Main St,2025-01-28,23:19:00,217,41.15,180.12,62.16,38.21,79.48
Broadway,2025-01-03,23:20:00,395,104.36,53.9,47.78,20.97,47.6
Broadway,2025-01-14,18:17:00,54,66.32,186.76,73.81,37.38,74.25
5th Ave,2025-01-23,23:21:00,76,90.51,136.07,6.68,38.07,42.38
Elm St,2025-01-07,09:29:00,419,57.27,150.73,64.83,36.37,41.65
Park Ave,2025-01-29,07:47:00,51,49.0,195.72,94.82,17.9,54.85
Main St,2025-01-03,00:37:00,63,9.83,159.45,55.73,29.09,64.8
Broadway,2025-01-23,03:53:00,69,111.93,36.65,87.09,29.99,66.05
5th Ave,2025-01-26,22:56:00,110,55.23,18.45,70.65,31.68,72.72
Broadway,2025-01-22,00:15:00,243,94.35,166.9,81.49,34.68,21.59
Elm St,2025-01-02,15:05:00,149,92.07,174.77,52.41,15.33,79.51
Park Ave,2025-01-23,07:59:00,52,113.12,186.39,73.28,33.36,30.92
Broadway,2025-01-09,16:36:00,232,107.18,174.34,37.61,36.23,37.66
Broadway,2025-01-23,17:28:00,37,147.23,99.93,13.59,24.57,69.78
Main St,2025-01-03,10:17:00,24,48.56,14.27,11.71,18.48,30.45
Elm St,2025-01-14,20:18:00,15,45.57,188.31,61.41,20.31,22.14
Main St,2025-01-09,13:03:00,156,30.16,33.81,17.75,24.02,42.48
5th Ave,2025-01-07,21:15:00,174,16.18,177.3,96.81,26.18,74.02
Elm St,2025-01-21,04:19:00,111,19.28,175.03,69.22,25.91,66.63
Elm St,2025-01-05,22:31:00,27,43.67,178.83,89.55,22.21,70.69
Elm St,2025-01-10,16:10:00,95,25.97,164.53,70.47,34.25,42.64
Park Ave,2025-01-21,07:00:00,400,131.77,104.9,98.47,27.9,72.84
Broadway,2025-01-16,12:41:00,424,78.39,32.73,14.96,38.06,54.17
Main St,2025-01-18,11:20:00,193,51.48,180.47,74.66,35.43,61.28
Park Ave,2025-01-16,14:28:00,158,146.55,103.16,85.47,33.32,27.7
Main St,2025-01-18,08:10:00,368,115.14,137.53,62.28,36.44,54.55
Park Ave,2025-01-26,12:59:00,64,100.11,107.3,72.36,15.06,72.17
Main St,2025-01-15,21:56:00,439,23.89,16.01,79.91,39.72,50.01
Park Ave,2025-01-14,08:52:00,364,106.5,43.26,67.13,35.88,25.11
Park Ave,2025-01-28,19:01:00,25,148.65,44.14,19.35,32.23,61.96
Broadway,2025-01-20,20:59:00,373,102.76,92.26,88.57,20.62,68.65
Broadway,2025-01-21,21:58:00,452,6.12,54.44,56.62,37.2,28.18
Park Ave,2025-01-14,20:35:00,292,88.95,59.6,41.76,36.12,39.95
5th Ave,2025-01-24,06:18:00,267,44.73,28.99,22.26,35.11,21.12
5th Ave,2025-01-11,18:26:00,304,10.54,30.6,49.17,27.93,57.82
Park Ave,2025-01-18,02:56:00,141,18.68,18.93,82.15,34.43,43.55
Main St,2025-01-04,09:31:00,106,11.35,32.29,63.82,25.23,66.0
Park Ave,2025-01-12,10:09:00,280,22.85,23.21,84.97,24.28,39.53
Park Ave,2025-01-03,08:36:00,222,137.01,26.48,40.34,26.4,79.47
Broadway,2025-01-18,11:48:00,272,13.52,199.26,7.19,17.04,75.13
